label,tweet,label_category
1,that depression shit trash.,Offensive Language
1,that dude rent ain't no punk-bitch either.,Offensive Language
2,"that dude from chicago w/ the fuzzy mustache and bangs, johnny love, he's whack. #memoriesofidots",Neutral
0,that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day 😡😡👊🔪💣,Hate Speech
1,that fat bitch that's always on the phone just walked in 👊👊✂️✂️ @tibaburger,Offensive Language
2,that front flip was trash. that's how i front flip into the swimming pool and land on my back every time.,Neutral
0,that fucking slutty beaner,Hate Speech
1,that hate shit dont mean nothing bitch im feeling myself httpurl,Offensive Language
1,that ho went from darkskinned to mulatto rt @funnyjulius: this fucked me up httpurl,Offensive Language
1,that hoe ask what time it is it's 10:17,Offensive Language
1,that hoe beefing over tunchi chillllll ouutttt,Offensive Language
1,"that hoe out there, fat trel said it best.",Offensive Language
1,that hoe said...my booty on fleek lmfaooo,Offensive Language
1,that hoe was nipping,Offensive Language
1,that ios8 gon get yall bitches fucced up . trynna hide shit,Offensive Language
1,"that last tweet was just song lyrics. i don't really like bad bitches, i like pretty chicks. bad bitches cheat too easily and too often",Offensive Language
2,that long hair doesn't cover up your redneck,Neutral
1,"that makes you an annoying bitch. if you're out looking to be offended, you can't bitch when you're offended.",Offensive Language
2,that mocha colored chick doe>>>> think i fell in love😍😍😍,Neutral
1,that nig darion couldn't help but act like the camera was on him... he didn't keep any composure eattin those crawfish hahaha,Offensive Language
1,that nig was a g on that e60 i would have done the same thing,Offensive Language
1,that nigga @waledayday24 so trash,Offensive Language
1,that nigga tannehill trash lmao dolphins trash,Offensive Language
1,"that nigga gucci always hits that hoe when he puts ""rick james"" in a song, giving our nigga rick a shoutout #riprick #rickjamesbitch",Offensive Language
1,that nigga john ain't ah real older nigga forreal.. he let vick brotha bitch out on maplerow,Offensive Language
1,that nigga talkin like a hoe tell that bitch nigga speak up,Offensive Language
1,that niggah is me lol tmlt 😂😂😂,Offensive Language
1,that nigguh will never play football again,Offensive Language
2,that night cap nonsense is for the birds.!,Neutral
1,that old lassie in greggs is a total bitch man,Offensive Language
1,that one drunk white bitch that always instigate problems involving at least one.black dude then crys afterwards when someone gets hurt,Offensive Language
1,that other shit for the birds . get over yo self,Offensive Language
0,that pic is now circulated by jihadis with a call to kill him. httpurl #saudi #isis #syria,Hate Speech
1,that pussy best be shaved for the holidays!,Offensive Language
1,that pussy came gift wrapped,Offensive Language
1,that pussy can't be that hairy shit gotta stink lol,Offensive Language
1,that pussy crying for help,Offensive Language
1,that pussy fat whatchu feeding it?,Offensive Language
1,that pussy sooo good 😌💕,Offensive Language
1,"that shacking up shit for the birds, yo",Offensive Language
0,that shade of faggot clashes with your eye color.,Hate Speech
1,that shit is for the crows in wal mart parking lots,Offensive Language
1,that son of a bitch moment when you open the fridge and have no food,Offensive Language
1,that stupid bitch karma best pay up,Offensive Language
1,that vine started a coon frenzy bruh,Offensive Language
2,that warm fuzzy feeling when you're able to give someone a helping hand. talking about medical problems with others can really help.,Neutral
1,that was a bitch move i pulled...probably the most heartless thing i did,Offensive Language
2,that was a solid investment of 15 mins. cue up frank. yankees. wow.,Neutral
1,that was almost 10 years ago. i gave all them bitches away... or they were stolen...,Offensive Language
1,that was deep.... like yo mommas pussy deep.,Offensive Language
0,that was my faggot rant for the night.,Hate Speech
2,that was not good times! starting the mickey mouse club soon!,Neutral
2,that was trash. i'm just gonna put my phone down. goodnight,Neutral
1,"that would be so weird and uncomfortable working at one of those whore coffee stands.like i would freeze my ass off, those bitches get naked",Offensive Language
2,that'd been a ghetto little meal,Neutral
1,that's ya bm tho rt @tyga: that ain't my hoe.,Offensive Language
1,"that's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",Offensive Language
1,that's a legal tackle faggot rt @pp_rich_hill: seriously? httpurl,Offensive Language
1,that's a mighty big bitch in the saran wrap dress lol.,Offensive Language
1,that's all i'm saying you hoe ass niggas.,Offensive Language
1,that's how i know the pussy is ready for me “@whoisashanti: @vroomdet @tiemyduragboo white people gay.”,Offensive Language
1,that's how you know who be lying about getting in the pussy..talking about tasting like water and fruit and shit..tf is that?,Offensive Language
1,that's how you let the beat build bitch.,Offensive Language
2,that's like saying i've had the pinto since 72 rt @shallow__al @tonyclevenger dude i've had an iphone since the beginning.,Neutral
1,that's most niggas rt @thevoiceofmiami: fucking with the wrong bitches got me cold as ice...,Offensive Language
1,that's my young ho i don't want nuthin old but her bank roll,Offensive Language
1,"that's not a duck face, that's the result of me walking into a pole once while i was tweeting that you're a retard.",Offensive Language
1,"that's not catfish stinking up my tl it's sore pussy, my bad.",Offensive Language
1,"that's okay minivan, you can run that red light, i'm sure your nail appointment is more important than my life. #bitch",Offensive Language
1,"that's real dedication. .. «@arigold_88 this bitch got diarrhea and still here, shitting up the bathroom.»",Offensive Language
1,that's real pinchbach i told them niggas watch how everybody that wasn't on the bandwagon jump on the bitch when they get to austin,Offensive Language
2,that's right i'm making brownies right now 😎😋,Neutral
1,that's still my pussy,Offensive Language
1,that's the kind of bitch i hate fucking with,Offensive Language
1,"that's what i tell my hoes when they ain't throwing the neck rt ""@shibermetimbers: aint nobody got time for that""",Offensive Language
1,that's why i don't stunt these hoes on instagram. #teamrealbooty httpurl,Offensive Language
1,that's why i keep you here you ain't like them other hoes,Offensive Language
1,that's why i tucked yo bitch u ignorant ass mother fucker,Offensive Language
1,that's why i could always call smurf for anything my niggah always there even when im beefing w my baby,Offensive Language
1,that's yo bitch..... i was all up in her guts,Offensive Language
1,"that's your bitch, why she acting like she need a man?",Offensive Language
1,"that, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. sooo there's that too.",Offensive Language
1,thats bad when your bestfriend says yu act like a hoe cx,Offensive Language
1,thats bc she is crazy! lol thats my nicca tho! rt @pacos_way: man i swear idt nobody mom is cooler than mine yo.,Offensive Language
1,"thats fucked up give him some pussy rt ""@xomaryjeanxo: woke up with sex on my mind, i should just play with (cont) httpurl",Offensive Language
1,thats my bitch when i feel like it.,Offensive Language
1,thats not ya bitch if she dont love giving you head,Offensive Language
1,thats some hoe shit doe,Offensive Language
1,thats the only thing a nigga ask forrt @igiveemnathan: its some choosable bitches in here tonite,Offensive Language
1,thats why i aint cuffing until im grown af rt @jimmysolberg3: these hoes ain't loyal,Offensive Language
2,"the ""yanks"" are coming: from disparagement to pride httpurl",Neutral
2,the #yankees don't need tanaka or beltran or all these 'big name' players!!! #believe,Neutral
0,the #midwest of the us is white trash.,Hate Speech
0,the #south of the us is white trash.,Hate Speech
2,the #teabagger #freemarket really doing wonders in #bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,Neutral
0,"the @gop elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty",Hate Speech
2,"the @yankees are playing the @tigers tonight. in other words, i am not friends with @mtaraban.",Neutral
2,the african goshawk (accipiter tachiro) is a species of bird of prey in the accipitridae family. fou httpurl,Neutral
2,the bucs has 2 great uniforms and ruined them both for that trash smh,Neutral
2,the conjuring wasn't trash. it just wasn't as good as insidious.,Neutral
1,"the dmv system was recently restructured on the narrative outline of dante's inferno. only edit, dante is a fat pissed-off cunt.",Offensive Language
2,"the devil wears charlie, by revlon. #lesserfilms",Neutral
1,the english killed all the leprechauns. thank god. annoying little bastards.,Offensive Language
2,the giants trash,Neutral
2,the guy got excited when he saw oreo cookie crusts. he thought i was making pie. he was bummed when he realized it was cheesecake.,Neutral
1,the internet will make you think these bitches are who they're actually not.,Offensive Language
1,the irish in #california are all white trash.,Offensive Language
2,the john cantlie video issued by al furqan media is a new level of the jihadi propaganda: promises more episodes & wages ideological warfare,Neutral
2,"the kfan mock draft continues, cleveland is ""on the clock"". paul allen has the vikings 8th pick. i am going with def back, justin gilbert",Neutral
1,the karate kid is such a pussy,Offensive Language
2,"the met office has issued an amber warning of snow,at least it's not a warning of amber snow.posh word for yellow.",Neutral
1,the monday has been a bitch,Offensive Language
2,"the office, fuzzy socks, and my favorite blanket is literally all i need in life rn",Neutral
2,the perfect gift for the jihadi on your shopping list httpurl httpurl,Neutral
2,the perfect gift for the jihadi on your shopping list httpurl httpurl,Neutral
2,the pirates have made the playoffs and the yankees are out...hell has frozen over,Neutral
1,the redskins trash as fuck for not getting that,Offensive Language
2,the republican lt governor of missouri says he's sorry he called law anglo-american law. racist pig that he is...,Neutral
2,the rick scott/charlie crist ads have been running nearly non-stop in florida for the past week. and they are getting even worse.,Neutral
2,the saints are pure trash lol smh,Neutral
0,the south is full of white trash. the midwest is full of white trash. the west coast if full of white trash.,Hate Speech
1,the steelers new uniforms look like homosexual bumblebees. #wtf?,Offensive Language
1,the tl talkin about eatin pussy and u watchin soccer? ur a grade a faggot rt @killakev27: this game is crazy !!!,Offensive Language
2,the walking dead is trash people... that is all. 😂,Neutral
2,the wayans bros is the most retarded show ever.,Neutral
1,"the x's and o's, exes and hoes, i exit and ghost 👻",Offensive Language
2,the yankees still suck! @nikaaaa3,Neutral
1,the bad bitches still awake?,Offensive Language
1,the baddest bitch in the world followed me on ig today and started liking all my pics. i aint even all that attractive so i know she catfish,Offensive Language
1,the baddest bitch is back on chestnut! @ryancommakerry #welcomehome,Offensive Language
2,"the beautiful fairy pools near glenbrittle on the isle of skye, scotland httpurl",Neutral
1,the beauty of not needing or wanting a man is priceless. idk see how bitches be strung the fuck out over men they have joint custody with,Offensive Language
2,the bengals have been trash for like 5 weeks it seems,Neutral
1,the big homie drizzy threatening these hoes... 😆😆😆,Offensive Language
2,the bird is the word. #esurancesave30,Neutral
2,the birds and the bees 🐦🐝,Neutral
2,the birds and the bugs #voguet by anat r httpurl via @etsy #vintage #jewelry #bugout #insects #birds,Neutral
1,the birds singing brings thoughts of hot flesh on this #spring morning. #hot #sexual desire fills my head. let me taste you & feel you.,Offensive Language
1,the bitch coach said she didn't like my attitude.,Offensive Language
1,the bitch got some nerve,Offensive Language
1,the bitch is freeee!!!! ;d,Offensive Language
1,"the bitch official though, dick harder than a missile yo",Offensive Language
1,the bitch who just rolled her eyes at me bc she didn't get tipped doesn't listen when u ask for sweet potato fries instead of regular,Offensive Language
1,the bitch who shot cj is going upstate 👏👏🙌🙌🙏🙏 now he can rip 👼 httpurl,Offensive Language
1,the bitches act like they don't be in the club with they ass all out in too little ass skirts & shorts giving em yeast infections n shit.,Offensive Language
1,the bitches are back httpurl,Offensive Language
1,the bitches behind me are so annoying,Offensive Language
0,the blacks in #california are typical niggers.,Hate Speech
2,the boy who shot albino deer httpurl,Neutral
2,the brownies i just made are a sin,Neutral
1,the browns schedule for the first half of the year is literally retarded easy.,Offensive Language
0,the chinks really hunting their food... rt @wwltv: dog shot with arrow in n.o. east- httpurl,Hate Speech
1,the city used to have hoes.now them bitches look sick.,Offensive Language
1,"the clips hang down to the dick.. that's a automatic shotty from a drum they call tommy, guarantee to get you bitches from by me",Offensive Language
1,the club don't never get old to some of y'all hoes though.,Offensive Language
1,the corny facade is all apart nick cannon's plan. nigga is actually a genius on levels of business and bitches.,Offensive Language
1,the day my ex told me she was sober when she cheated on me is the same day i eliminated colored skinny jeans from my wardrobe,Offensive Language
1,the dean a hoe how she fucked home and his bro,Offensive Language
2,the early bird gets the worm but the second mouse gets the cheese,Neutral
2,the early bird takes a nap before noon.,Neutral
1,"the easiest way to have sex with a chick is to smell good, make her laugh, take her to get food and then fuck her right in the pussy",Offensive Language
1,the emoji i use when i'm flirting wit bitches ---> 😈,Offensive Language
2,the ending to that yankee game was so planned i can't even take it,Neutral
2,the fact that the #bruins drafted a yankees fan just goes to show how weak the scouting staff is imo. didn't do their homework. #firechoreli,Neutral
2,the family of ron o'neal needs to sue wu-tang for that trash song they released in his name.,Neutral
1,"the fourth hokage was a little bitch!! like, nigga can't even take down a bitch ass fox!",Offensive Language
1,the fuck does a yellow cloud do?,Offensive Language
1,the fuck mickey d's gave me... some cookies in a big mac box!! httpurl,Offensive Language
1,the fuckin hoes,Offensive Language
0,the fucking royals bitch! work!,Hate Speech
1,"the funny thing is the daughter never got kicked out on her one night stand, i didn't have the courage to tell her, her mom an official hoe",Offensive Language
1,the ghetto hoes love feeling a nigga abs ya heard me,Offensive Language
1,the ghetto thuged out version of tree of life coming soon...,Offensive Language
1,"the girl skipping school ain't nothing but 16 y/o and just made me say in my head ""bitch u supposed to be in school"" had to catch myself",Offensive Language
1,the gospel rt @tibridotcom: better wake up and realize that the good lord ain't stop creating pussy when he built yours shawty.,Offensive Language
2,the guinea fowls are not what they seem.,Neutral
1,the guys at la fitness are such fags 😂😭,Offensive Language
1,the heat will make you wanna put hands on a niggah 💦🆚😠👈,Offensive Language
1,the hoes aint classy no more more like trashyyy!,Offensive Language
1,the hoes are for everybody my nigga!,Offensive Language
1,the hoes be rated e !,Offensive Language
1,the homie reallly love fat bitches 😂😭😂 like in love,Offensive Language
1,the homiez bitches like my homiez,Offensive Language
1,"the intensity of my bankhead bounce as i said ""we know these bitches cuz we be traveling""...",Offensive Language
2,the jig,Neutral
2,the jigg is up,Neutral
1,"the lady talking about i have to sit in this seat and i have 3 hours to piss like bruh ! i already tried twice, i can't fucking pee bitch!",Offensive Language
2,"the last at-bat at yankee stadium. thanks for making it a good one, captain. #farewellcaptain. httpurl",Neutral
1,the last time your pussy was salmon pink was. ....,Offensive Language
1,the left tho rt @bellodisastro_: “@djzeeti: twitpic a selfie with a bad bitch” 🍫🍫🍫 httpurl,Offensive Language
0,the leftist/homosexual war on the #catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...,Hate Speech
1,the lies on this here twitter “@libra_dtf: you niggas wouldn't know grade a pussy even if it slapped you cross the face !”,Offensive Language
1,the lit bitch that's was talkin shit ain't in math class today 😑 i really wanted to press my issue,Offensive Language
1,the little bitch nervous because he not tweeting anymore,Offensive Language
1,the little bitch told me sloppy top was a hoppy that's when she gave me sloppy toppy like the sloppy toppy goddess,Offensive Language
1,the majority of you hoes think your shit don't stink.,Offensive Language
1,the moment when you truly believe ur a fucking pice of trash it's a lovely felling ...,Offensive Language
1,the most beautiful women be havin' the most retarded captions on their pics! sh*t be extra dumb...,Offensive Language
1,the most broke people have the most to say bitch nigga how can you afford to speak,Offensive Language
1,the movie #abouttime a hard ass chick flick. this nigga goes back in time if he but too quick n fucks the bitch over n over lol,Offensive Language
1,the music stop playing and all you hear is fuck you bitch i'll spit on you 😂😂,Offensive Language
0,"the nations know who we are, but we rather be real niggers & bad bitches. httpurl",Hate Speech
1,"the nerve of people though... cant take nobody serious, i continuously laugh at you hoes.",Offensive Language
1,the nerve of this nicca .. step on my crispy ass shoes wit them dusty ass timbs!,Offensive Language
1,the nice side of long beach really got hoes lol,Offensive Language
1,the only exception with the baby momma is she not stuck on you and ghetto bitch that i will stomp her ass like an african ritual,Offensive Language
1,the only part of the awards that i liked was the dykes part of the cypher & the old skool female mcs.,Offensive Language
1,the only reason i cheat is to show these bitches what kind of dick my girl be getting.,Offensive Language
1,the only thing about niccas is they be followers smh .. be ya self everyone else is taken!!,Offensive Language
1,the only time i screamed was when tyrese tackled that hoe ass bitch #thewalkingdead,Offensive Language
1,"the only time of year i'll bitch about not having cable: when ""hocus pocus"" comes on. #fml",Offensive Language
0,the people who have historically been called white trash were called that for a reason. they're white trash. the truth hurts.,Hate Speech
1,"the pilgrims was high as fuck, like ""lets kill a big ass bird and eat it with a billion other things",Offensive Language
1,the pilot seen my eyes and said they awfully red i told him i get high as you bitch i'm the man httpurl,Offensive Language
1,the power of christ compels you to pop that pussy.,Offensive Language
1,"the price is wrong, bitch",Offensive Language
2,the pro-isis jihadi prayer from hajj making the rounds now. httpurl,Neutral
2,"the punishment should fit the crime. for instance, if you take the last twinkie you should choke on that twinkie. twinkie's are sacred.",Neutral
1,the question alone 😩😂😂rt @kfromtheg: what city got the most bitches with gold teeth?,Offensive Language
0,the reason shelby hates sandwiches is because he is a queer. @ronandfezsxm,Hate Speech
2,the redskins just begging to lose this game smh,Neutral
2,the redskins should change their name to the injuns,Neutral
2,the republican teabaggers hate this but screw em. httpurl,Neutral
0,the rich kids of beverly hills is trash and not even entertaining trash. and why do they all look mid thirties?,Hate Speech
2,the right for an english person to go about his business is more important than any suspicion of some rouge wog cop.,Neutral
1,the same bitches telling you to let it go are the same ones that would go in and grab it right after you.💯👏,Offensive Language
1,the same bitches that failed geometry know exactly what angle to use to take that perfect selfie,Offensive Language
1,the same bitches you chicks posing wit in pics for instagram likes be the same bitches texting your boyfriends when he ain't textin you back,Offensive Language
1,the shit that you bitches brag about is hilarious,Offensive Language
1,the solution is simple : buy a bitch,Offensive Language
1,the spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it!,Offensive Language
1,"the streets a dirty hoe, niggad try to wife it though.",Offensive Language
0,the thing about working with black people. these bitches never on fucking time then wanna complain about a short check. bitch die.today. now,Hate Speech
1,"the thinner the eyebrow, the crazier the bitch",Offensive Language
1,the tweeter gurl is on tumblr using a taser on roaches that i'm assuming are in her house. you bitches have no shame.,Offensive Language
2,the two ringless fags rt @everybodyhatesx: barkley & reggie were talking nonsense the entire game,Neutral
1,the type of bitches that i like think broke is disgusting,Offensive Language
1,the ugliest bitches swear they bad.. but 😴,Offensive Language
1,the undesirables rt @kinghorsedick: @vianawf 😭😭😭😭😭 these bitches big bruh,Offensive Language
2,the value of abu qutada’s statement is that his credentials in jihadi circles are impeccable. he’s facing trial on terrorism charges.,Neutral
1,the way hawk girl did green lantern is why i do not trust these hoes nope,Offensive Language
1,"the way i fuck her, you would think i love this bitch",Offensive Language
1,the way i see it.... you bitches are fake by affiliation ..!,Offensive Language
1,"the way a klansman would say ""nigger slave"" is the way the @gop says ""conservative"". they @gop literally sees conservatives as their slaves.",Offensive Language
1,the weeknd is why bitches love dark skin fellas now.,Offensive Language
1,"the whole afternoon has been about the ""deep voiced bitch""",Offensive Language
1,the wife's new bitch... her name is ursula.. httpurl,Offensive Language
1,the willow tree in pocohontas was my bitch at 7 years old,Offensive Language
1,the word bitch don't apply to all women but all women got a little bitch in em,Offensive Language
1,the world is yours n every bitch in it,Offensive Language
1,the world will be a better place when bitches like her dies lonely httpurl,Offensive Language
2,thee bears are trash tho...,Neutral
1,"their #1 insult. even if it's self-deprecating. the first thing straights go to is faggot, queer, tranny, gay. even supposed ""allies"".",Offensive Language
2,their gotta be a loaded lux vs murda mook 3,Neutral
2,their salsa negro is awesome... @stacymungo @loriisright,Neutral
1,them bad bitches blow kisses by my earlobe,Offensive Language
2,them brownies tho 😌👌,Neutral
1,them chicks tried.to put me under the fire lol! i'm not a dirt bag courting with a dumb hoe though.,Offensive Language
1,them gay dudes stay with the baddest bitches.....no punch line,Offensive Language
1,them hoes don't like me 😂😂😂😂😂😩😩😩😩😒✌️,Offensive Language
1,them hoes gone be called strvp,Offensive Language
1,them hoes look so clean on foot.,Offensive Language
1,them old bytches sorry as phuck in the sack... «@mr_jsmart24 the pussy get ripe in her 30's»,Offensive Language
1,them pretty bitches love me them bitches love me #guccccci,Offensive Language
1,"them pretty nail bitches, them bail you outta jail bitches.",Offensive Language
0,them queer ass shorts rabchenko got on,Hate Speech
1,"them quicc to blast bitches, them all about the cash bitches 😴💸💰",Offensive Language
1,them quiet girls be hoes to watch out,Offensive Language
1,them shits ugly hoe. rt @sirrocobama: ......... rt @burgerking: all these nuggets & u still actin chicken. httpurl,Offensive Language
1,them shootas is out at ma grandmama house i ain't been around this bitch ina minute .,Offensive Language
1,"them shootas is out by my grandmoma house, i ain't been round this bitch in a minute",Offensive Language
1,them squirrels are faggots b rt @80sbaby4life #threesomethursdays ? httpurl,Offensive Language
1,them taz angel hoes need some furniture,Offensive Language
1,them women at the bar @ #happyhour are there for your pleasure them old hoes be pure #savages 😂😂😂,Offensive Language
1,then i hit that bitch like a free throw !,Offensive Language
2,"then i went inside, in order to hide from mutant bird",Neutral
2,then zerah the cushite came against them with an army of one million men and 300 chariots. they came as far as mare… httpurl,Neutral
1,then again... bitches are expensive and i'm on a budget boo. i can't afford all that shit you bitches be wanting.,Offensive Language
1,then again... i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows.,Offensive Language
1,then bitches gon fuck just because money long .,Offensive Language
1,then i fuck yo bitch,Offensive Language
1,then the mexican bitch wanna speak some other fuckin language & then give attitude. can't speak right ass! tf,Offensive Language
1,then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.,Offensive Language
1,"then they wanna ask you maad questions, bitch just tell me what you need me to do and stop interrupting my playlist",Offensive Language
1,then this bitch singing sounds like a horse being choked,Offensive Language
1,then ya'll idolize kanye when he wifed up a hoe. lol,Offensive Language
1,"then you would've died if you didn't breathe, bitch",Offensive Language
1,there are 2 types of niggas in this world. real niggas ... & bitch niggas,Offensive Language
2,"there are lots of top tier wrestlers who started as ""yardies"".",Neutral
1,"there are girls. there are women. there are ladies. and there are bitches. you ma'am, is a beeeitch. a dumb ass bitch hahaha.",Offensive Language
1,there are some real life hoes on ig. crazy.,Offensive Language
1,there are some retarded ass movies on netflix,Offensive Language
2,there is a trash bag in my hall thats been there for like 2 wks. weird thing: it changes consistency every few days,Neutral
2,"there is no such rule as ""tie goes to the runner"". out or safe. #yankees #johnsterling",Neutral
1,there is nothing wrong with ariana grande..... just cause she don't look like hoe.... y'all gotta a problem...,Offensive Language
2,there is this yellow thing in the sky. i don't know what to make of it.,Neutral
1,there it is these bitches be having joint custody dick and acting up. understand that's part time. no benefits.,Offensive Language
1,there may be a fag hag switch a 'comin!,Offensive Language
2,there should be a side trip into dc to charlie palmers during cpac @shannityshair @thefriddle @glock4piper @alleygirl2409,Neutral
1,there was a reason why i blocked this bitch,Offensive Language
1,there you go acting like a hoe 😒,Offensive Language
2,there's a bird nest in my garage and so now when the birds fly out they poop on my car. 😑,Neutral
1,there's a different between ya bitch a ya friends your bitch rey to build wit you your friends just tryna compete.,Offensive Language
2,there's a green bowl high. a spliff high. a j high. a blunt high. a moke high. and a moke + coffee high.,Neutral
1,there's a lot of big booty bitches at pharr gym 😳🙈🍑,Offensive Language
2,there's a special place in hell for people who slam on their brakes for yellow lights 😔🔫,Neutral
1,there's apparently a wee cunt who's a year younger than me called sean brown being cheeky about me lol,Offensive Language
1,"there's dudes on twitter who have no respect for their dick.you know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?",Offensive Language
2,there's gonna be a lot of trash talk today #worldcup,Neutral
1,there's gotta be like 20 white trash motherfuckers living in that house and i don't think any of them have a job,Offensive Language
1,there's like 5 injuries a game in football.. shit trash lol,Offensive Language
1,there's like one of my ex's that's still kinda cute. most them bitches got fat.,Offensive Language
1,"there's no one to flirt with, mad bitches in my inbox. skrr skrr",Offensive Language
1,there's not enough day in the hours to cheat on her if she's sucking your dick right. too drained to look for other mouth and pussy,Offensive Language
1,there's other bad bitches 😂😂,Offensive Language
2,there's someone riding around the robinson walmart in a lawn mower. with ghetto headlights added. #reallife,Neutral
1,"theres a girl in your avi, you must get so many bitches",Offensive Language
1,theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch,Offensive Language
1,these ut hoes be goin !!!!!!,Offensive Language
2,these are insane and cigars trash!? foam done bumped his head rt @foamwright: these are insane. like so insane. httpurl,Neutral
1,these bad bitches really ain't that bad when you see a pic of aaliyah,Offensive Language
2,these birds messy.,Neutral
1,these bitches ain't shit i forgot to mention .,Offensive Language
1,these bitches ain't to be trusted...,Offensive Language
1,these bitches aint playin'. a jealous woman does better research than the fbi.,Offensive Language
1,these bitches always trippin,Offensive Language
1,these bitches are taking forevs doe,Offensive Language
1,these bitches be judging like they experience life and in the billion dollar club. i'm highly favor & doing pretty damn well 💁,Offensive Language
1,these bitches been killin me all day,Offensive Language
1,these bitches boringgggg,Offensive Language
1,"these bitches both average. lmao @ ""baddie"" “@vineforthebyrd: pretty girls be like 💁httpurl#8221;",Offensive Language
1,these bitches crazzzyyyyyy,Offensive Language
1,these bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean,Offensive Language
1,these bitches dont want no boyfriend ... they want a pimp,Offensive Language
1,these bitches fake one min talking about a hoe next min bestfriends with the hoe,Offensive Language
1,these bitches finna fuck up my birthday week...,Offensive Language
1,these bitches funny like mike epps,Offensive Language
1,"these bitches gotta realize that ""their nigga"" wants me 😂 if he doesn't now he did several occasions before 😴",Offensive Language
1,these bitches irri.. irri irri..irri irri,Offensive Language
1,these bitches irritating,Offensive Language
1,these bitches is crazy,Offensive Language
1,these bitches is wild,Offensive Language
1,these bitches loud for no reason,Offensive Language
1,these bitches love me. these niggas copy,Offensive Language
1,these bitches love soda,Offensive Language
1,these bitches love sodaa,Offensive Language
1,these bitches man they love to harass,Offensive Language
1,these bitches need to get out of bed and i'll make them cheeseburgers (: #imahomie,Offensive Language
1,these bitches really be out here on backpage hoe-ing 😭😭😭 watch yo bitch she could be on there !,Offensive Language
1,these bitches really love soda out here,Offensive Language
1,these bitches really marry to some rich ass niggas,Offensive Language
1,these bitches smell like fish 😭,Offensive Language
1,these bitches so broke instead of go get it they quick to go ask for somethin,Offensive Language
1,these bitches so redundant,Offensive Language
1,these bitches talking shit but they whisper it?,Offensive Language
1,these bitches think they know snap. ha bitch i am snap,Offensive Language
1,these bitches want the next best thing,Offensive Language
1,"these bitches washed up, ain't no soap involved.",Offensive Language
2,these brownies are bomb!!!!!!!!! httpurl,Neutral
2,these brownies httpurl,Neutral
1,these bum ass bitches on my block drawin😒,Offensive Language
1,these celebrity niggas be passing these kardashian hoes around monthly,Offensive Language
1,these cheetos taste likka steak right nah boy these bitches going dumb!!,Offensive Language
1,these chicks use what they got to get what they want. bunch of ronnie & trickz ass hoes.,Offensive Language
1,"these chubby hoes are always on a ""diet""......",Offensive Language
1,these customers are fucking crazy this bitch said god will smite me because her dumbass locked herself out of her account.,Offensive Language
1,these days bitches be just letting anyone hit raw !!,Offensive Language
1,these fat hoes think they slick posting neck up pics and shit,Offensive Language
1,these girls eyebrows make them look like 2$ hoes walking down fib,Offensive Language
1,these girls going to school with all kind og aquatic colored weaves in their head.fuck going on?,Offensive Language
1,these groupie bitches wild enough to suck a babies dick,Offensive Language
1,these ho%e$ for everybody just like these niggahs for everybody! a hoe gone be a hoe regardless and (cont) httpurl,Offensive Language
1,these hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,Offensive Language
1,these hoe niggas havnt seen half of me. #2chainz,Offensive Language
1,these hoes a fool too httpurl,Offensive Language
1,these hoes a smash on one of yo niggas and be very proud,Offensive Language
1,these hoes ain't got nothing on ya,Offensive Language
1,these hoes ain't loyal 👋,Offensive Language
1,these hoes ain't loyal 😏,Offensive Language
1,these hoes ain't loyal @mykat_meows 😒,Offensive Language
1,these hoes ain't loyal rt @arzysauced: @itsnotharold man thats the realest shirt i seen tonight. a chick with a flip phone robbed me,Offensive Language
1,these hoes ain't loyal rt @complexmag: naya rivera got married three months after breaking up with big sean: httpurl,Offensive Language
1,these hoes ain't loyal and niggas ain't either,Offensive Language
1,these hoes ain't loyal#,Offensive Language
1,these hoes ain't loyal...,Offensive Language
1,these hoes ain't loyallll,Offensive Language
1,these hoes ain't shit i ain't tripping off a thot... ion like conversation you gone let me fuck or not,Offensive Language
1,these hoes ain't yours it's just yo turn #💯💯 u hear me?,Offensive Language
1,these hoes aint loyal 👌,Offensive Language
1,these hoes aint yours,Offensive Language
1,these hoes always gone thot around to who ever give them attention at the time,Offensive Language
1,these hoes are hilarious these days 😂😂,Offensive Language
1,these hoes be actin up and these niccas be actin tough! 😒,Offensive Language
1,these hoes be boof smh,Offensive Language
1,these hoes be busting nuts when they get a rt,Offensive Language
1,"these hoes be flawgen i swear bruh, a nigga dont want yall",Offensive Language
0,these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas!!!,Hate Speech
